user_id,email,country,signup_at_utc,last_seen_at_utc,status,status_is_anomalous,is_new_user,inactive_6m_flag,has_history_flag,payment_total_count,payment_success_count,payment_failed_count,payment_disputed_count,payment_refunded_count,payment_pending_count,payment_canceled_count,payment_issue_rate,payment_distinct_subscription_count,payment_distinct_brand_count,membership_total_count,membership_exit_count,membership_current_count,short_membership_count,avg_membership_duration_days,median_membership_duration_days,distinct_subscription_count,distinct_brand_count,membership_churn_rate,brand_switch_rate,complaint_total_count,complaint_reporter_count,complaint_target_count,complaint_open_count,complaint_escalated_count,complaint_resolved_count,complaint_total_severity,days_since_last_payment_raw,days_since_last_payment,days_since_last_complaint_raw,days_since_last_complaint,days_since_last_membership_end_raw,days_since_last_membership_end,days_since_last_seen,payment_risk_raw,complaint_risk_raw,membership_risk_raw,recency_risk_raw,payment_risk_norm,complaint_risk_norm,membership_risk_norm,recency_risk_norm,risk_score,risk_tier,risk_rank
1733,user_1733@yahoo.fr,FR,2021-12-30 14:48:05+00:00,2023-09-26 16:48:11+00:00,4.0,0,0,1,1,12.0,6.0,3.0,2.0,0.0,1.0,0.0,0.525,2.0,2.0,2.0,2.0,0.0,0.0,672.8496817129629,672.8496817129629,2.0,2.0,1.0,0.5,4.0,3.0,1.0,1.0,1.0,1.0,1.808,433.7271064814815,433.7271064814815,408.2933912037037,408.2933912037037,317.0796412037037,317.0796412037037,365.0,4.792156948290039,3.112682811087173,2.389820490967664,1.0,1.0,0.8706099750847796,1.0,1.0,96.12,critical,11
601,user_601@outlook.com,PT,2020-12-28 10:56:45+00:00,2024-08-19 15:59:20+00:00,0.0,0,0,1,1,21.0,10.0,7.0,1.0,0.0,3.0,0.0,0.44761904761904764,3.0,3.0,3.0,1.0,2.0,0.0,775.4160648148148,1017.332175925926,3.0,3.0,0.3333333333333333,0.6666666666666666,4.0,1.0,3.0,2.0,0.0,1.0,3.2560000000000002,314.92100694444446,314.92100694444446,1036.4226041666666,1036.4226041666666,0.0,0.0,365.0,4.86168735574374,3.066260847246377,2.4529610277865572,1.0,1.0,0.857625862267738,1.0,1.0,95.73,critical,12
125,user_125@outlook.com,ES,2022-10-18 20:05:54+00:00,2025-03-05 02:13:24+00:00,0.0,0,0,1,1,15.0,6.0,7.0,1.0,0.0,0.0,1.0,0.58,2.0,2.0,2.0,1.0,1.0,0.0,395.99531249999995,395.99531249999995,2.0,2.0,0.5,0.5,3.0,3.0,0.0,1.0,1.0,1.0,2.3600000000000003,340.9412615740741,340.9412615740741,340.7111458333333,340.7111458333333,0.0,0.0,365.0,4.884834572705817,3.0352102833747474,2.3424533248940005,1.0,1.0,0.8489410934431221,1.0,1.0,95.47,critical,13
1114,user_1114@hotmail.com,FR,2022-11-01 10:38:46+00:00,2024-05-15 14:15:43+00:00,4.0,0,0,1,1,23.0,11.0,7.0,0.0,2.0,1.0,2.0,0.4043478260869566,2.0,2.0,2.0,1.0,1.0,0.0,525.4903993055556,525.4903993055556,2.0,2.0,0.5,0.5,3.0,3.0,0.0,1.0,1.0,0.0,2.384,319.78568287037035,319.78568287037035,781.0819444444444,781.0819444444444,0.0,0.0,365.0,4.6327562159643225,3.006112948072573,2.3424533248940005,1.0,1.0,0.8408026380013317,1.0,1.0,95.22,critical,14
793,user_793@yahoo.fr,PT,2023-03-31 09:30:41+00:00,2025-09-10 16:29:44+00:00,0.0,0,0,1,1,41.0,23.0,11.0,2.0,0.0,4.0,1.0,0.3756097560975609,3.0,2.0,3.0,1.0,2.0,0.0,926.8616705246914,760.5095833333334,3.0,2.0,0.3333333333333333,0.3333333333333333,7.0,7.0,0.0,4.0,1.0,1.0,4.664000000000001,373.50958333333335,373.50958333333335,592.7499305555556,592.7499305555556,0.0,0.0,212.3126851851852,6.005505404827505,4.546644748386615,2.295424613296201,0.5816785895484525,1.0,1.0,0.9799233089948857,0.5123157411355417,94.72,critical,15
286,user_286@outlook.com,IT,2020-12-01 15:53:26+00:00,2023-10-10 19:11:07+00:00,0.0,0,0,1,1,24.0,15.0,4.0,1.0,3.0,1.0,0.0,0.34166666666666673,2.0,2.0,2.0,1.0,1.0,0.0,586.6105150462963,586.6105150462963,2.0,2.0,0.5,0.5,4.0,2.0,2.0,0.0,1.0,1.0,3.224,539.6015972222223,539.6015972222223,985.7998263888888,985.7998263888888,0.0,0.0,365.0,5.1494716596712475,2.9098064020476215,2.3424533248940005,1.0,1.0,0.8138659262565204,1.0,1.0,94.42,critical,16
1728,user_1728@free.fr,FR,2023-12-31 11:16:09+00:00,2025-10-07 05:08:14+00:00,0.0,0,0,1,1,37.0,23.0,11.0,1.0,0.0,2.0,0.0,0.35405405405405405,3.0,3.0,3.0,3.0,0.0,0.0,142.80259259259262,119.12416666666667,3.0,3.0,1.0,0.6666666666666666,4.0,3.0,1.0,2.0,2.0,0.0,2.54,329.1265740740741,329.1265740740741,468.8262037037037,468.8262037037037,410.37621527777776,410.37621527777776,185.78594907407407,5.013177535985876,4.545817122347526,2.779441541679836,0.5090026002029426,1.0,1.0,1.0,0.4275891765474461,94.28,critical,17
1479,user_1479@hotmail.com,ES,2021-10-01 18:02:17+00:00,2024-08-16 12:47:19+00:00,1.0,0,0,1,1,14.0,9.0,4.0,1.0,0.0,0.0,0.0,0.39285714285714285,2.0,2.0,2.0,2.0,0.0,0.0,200.11512152777777,200.11512152777777,2.0,2.0,1.0,0.5,5.0,5.0,0.0,3.0,1.0,1.0,3.728,329.0031712962963,329.0031712962963,584.6479513888889,584.6479513888889,384.9534259259259,384.9534259259259,365.0,3.8855622447366547,4.129059859990497,2.2979184330021645,1.0,0.8591456095995296,1.0,0.9809879277343333,1.0,93.99,critical,18
1408,user_1408@proton.me,PT,2022-11-01 22:00:37+00:00,2024-06-13 08:45:17+00:00,0.0,0,0,1,1,12.0,4.0,4.0,0.0,2.0,2.0,0.0,0.5166666666666666,2.0,2.0,2.0,1.0,1.0,0.0,260.1679050925926,260.1679050925926,2.0,2.0,0.5,0.5,2.0,1.0,1.0,2.0,0.0,0.0,2.58,322.42655092592594,322.42655092592594,1463.9442013888888,1095.0,0.0,0.0,365.0,4.292924970050198,2.995732361813762,2.3424533248940005,1.0,0.9492185192387239,0.8378992127271734,1.0,1.0,93.11,critical,19
705,user_705@yahoo.fr,ES,2023-10-08 18:19:42+00:00,2024-02-01 09:39:58+00:00,4.0,0,0,1,1,23.0,12.0,8.0,1.0,0.0,2.0,0.0,0.43913043478260866,3.0,2.0,3.0,2.0,1.0,0.0,638.4343827160494,203.33541666666667,3.0,2.0,0.6666666666666666,0.3333333333333333,3.0,2.0,1.0,2.0,0.0,1.0,1.9200000000000002,315.63388888888886,315.63388888888886,778.0918634259259,778.0918634259259,0.0,0.0,365.0,4.87716509460054,2.6860517841054907,2.8675563880710326,1.0,1.0,0.7512822920815806,1.0,1.0,92.54,critical,20
478,user_478@yahoo.fr,FR,2023-09-07 12:01:33+00:00,2025-11-30 12:15:15+00:00,0.0,0,0,0,1,13.0,7.0,3.0,2.0,0.0,1.0,0.0,0.4846153846153846,3.0,3.0,3.0,1.0,2.0,1.0,317.4128433641975,364.13386574074076,3.0,3.0,0.3333333333333333,0.6666666666666666,3.0,3.0,0.0,2.0,1.0,0.0,2.5920000000000005,327.2775810185185,327.2775810185185,432.1693402777778,432.1693402777778,0.0,0.0,131.48940972222223,4.659713170970834,3.56563515065766,2.938164054178519,0.3602449581430746,1.0,0.9972996665828737,1.0,0.2541656830186732,92.46,critical,21
456,user_456@outlook.com,NL,2021-07-01 19:09:36+00:00,2021-08-27 21:05:32+00:00,0.0,0,0,1,1,16.0,9.0,4.0,0.0,1.0,2.0,0.0,0.33749999999999997,3.0,3.0,3.0,1.0,2.0,0.0,722.7653780864198,581.9033449074074,3.0,3.0,0.3333333333333333,0.6666666666666666,4.0,1.0,3.0,2.0,1.0,1.0,4.728,339.9033449074074,339.9033449074074,610.1986111111111,610.1986111111111,0.0,0.0,365.0,3.6341603639035953,4.780721554038059,2.4529610277865572,1.0,0.8035575611889383,1.0,1.0,1.0,92.14,critical,22
391,user_391@hotmail.com,FR,2020-06-26 07:14:31+00:00,2023-10-03 08:39:58+00:00,4.0,0,0,1,1,14.0,4.0,6.0,1.0,1.0,1.0,1.0,0.6285714285714287,1.0,1.0,1.0,1.0,0.0,0.0,407.7929050925926,407.7929050925926,1.0,1.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,2.736,1102.2754861111111,1095.0,540.5388425925926,540.5388425925926,1087.4825810185184,1087.4825810185184,365.0,5.643865111766018,3.4081557365946864,1.5397207708399179,1.0,1.0,0.953253049219428,0.657311185019916,1.0,91.74,critical,23
1933,user_1933@gmail.com,,2021-08-16 15:09:20+00:00,2022-01-07 23:16:31+00:00,0.0,0,0,1,1,9.0,4.0,1.0,1.0,1.0,2.0,0.0,0.43333333333333335,2.0,2.0,2.0,1.0,1.0,0.0,270.50944444444445,270.50944444444445,2.0,2.0,0.5,0.5,3.0,2.0,1.0,1.0,1.0,1.0,1.92,333.790162037037,333.790162037037,475.954537037037,475.954537037037,0.0,0.0,365.0,3.9408828464259287,3.185138321216102,2.3424533248940005,1.0,0.871377675145803,0.890875608847209,1.0,1.0,91.58,critical,24
1732,user_1732@proton.me,ES,2021-07-09 11:55:06+00:00,2023-03-19 16:13:17+00:00,0.0,0,0,1,1,18.0,6.0,7.0,1.0,1.0,2.0,1.0,0.5611111111111111,2.0,2.0,2.0,2.0,0.0,0.0,805.6248842592593,805.6248842592593,2.0,2.0,1.0,0.5,4.0,2.0,2.0,1.0,0.0,2.0,2.6799999999999997,315.67546296296297,315.67546296296297,476.7334490740741,476.7334490740741,314.4591087962963,314.4591087962963,365.0,5.696547542947508,2.5722375490722684,2.394846169557213,1.0,1.0,0.7194487213837818,1.0,1.0,91.58,critical,25
840,user_840@free.fr,PT,2025-02-15 03:06:31+00:00,2025-05-08 19:20:41+00:00,1.0,0,0,1,1,22.0,13.0,3.0,0.0,2.0,1.0,3.0,0.25,3.0,2.0,3.0,1.0,2.0,0.0,594.3260108024691,466.5044907407407,3.0,2.0,0.3333333333333333,0.3333333333333333,7.0,5.0,2.0,6.0,0.0,1.0,5.68,322.7124537037037,322.7124537037037,530.5377199074074,530.5377199074074,0.0,0.0,337.1939699074074,3.6924590728349753,4.9408486789856605,2.295424613296201,0.9238190956367326,0.8164481228808951,1.0,0.9799233089948857,0.9111873622630955,91.37,critical,26
1917,user_1917@yahoo.fr,FR,2023-07-06 04:51:40+00:00,2026-01-09 18:56:05+00:00,1.0,0,0,0,1,16.0,8.0,4.0,1.0,2.0,1.0,0.0,0.46249999999999997,1.0,1.0,2.0,1.0,1.0,0.0,261.2161111111111,261.2161111111111,2.0,2.0,0.5,0.5,7.0,7.0,0.0,5.0,0.0,0.0,5.16,353.6577546296296,353.6577546296296,408.2933912037037,408.2933912037037,0.0,0.0,91.21105324074074,5.145455345951325,3.8114404303818197,2.3424533248940005,0.24989329654997464,1.0,1.0,1.0,0.12551635512412154,91.26,critical,27
1039,user_1039@yahoo.fr,DE,2021-06-19 22:48:17+00:00,2022-12-21 13:59:48+00:00,4.0,0,0,1,1,9.0,4.0,4.0,0.0,1.0,0.0,0.0,0.5333333333333333,2.0,2.0,2.0,1.0,1.0,1.0,272.3424363425926,272.3424363425926,2.0,2.0,0.5,0.5,4.0,3.0,1.0,3.0,0.0,1.0,3.380000000000001,328.509525462963,328.509525462963,709.6426388888889,709.6426388888889,0.0,0.0,365.0,3.6806353721281244,3.4071908854842565,2.8276563512859614,1.0,0.8138337572082642,0.9529831826598737,1.0,1.0,91.14,critical,28
529,user_529@free.fr,DE,2022-09-27 20:29:00+00:00,2024-06-11 04:30:01+00:00,0.0,0,0,1,1,7.0,3.0,3.0,0.0,1.0,0.0,0.0,0.5428571428571428,2.0,2.0,3.0,1.0,2.0,0.0,320.1567091049383,390.1058912037037,3.0,3.0,0.3333333333333333,0.6666666666666666,6.0,6.0,0.0,2.0,2.0,2.0,5.36,314.61237268518516,314.61237268518516,541.2643171296296,541.2643171296296,0.0,0.0,365.0,3.457502244275537,4.641241518653812,2.4529610277865572,1.0,0.764496277822767,1.0,1.0,1.0,90.58,critical,29
1631,user_1631@outlook.com,DE,2020-11-12 22:02:13+00:00,2022-01-07 01:45:09+00:00,0.0,0,0,1,1,11.0,5.0,3.0,0.0,1.0,1.0,1.0,0.3909090909090909,2.0,2.0,2.0,1.0,1.0,0.0,333.58495949074074,333.58495949074074,2.0,2.0,0.5,0.5,5.0,4.0,1.0,3.0,0.0,1.0,3.6640000000000006,333.16833333333335,333.16833333333335,852.657349537037,852.657349537037,0.0,0.0,365.0,3.525598854834951,3.4893866957236255,2.3424533248940005,1.0,0.7795532760911591,0.9759731551844356,1.0,1.0,90.46,critical,30
704,user_704@gmail.com,PT,2023-09-27 02:05:52+00:00,2026-01-01 03:47:30+00:00,0.0,0,0,0,1,29.0,15.0,10.0,1.0,0.0,3.0,0.0,0.42758620689655175,3.0,3.0,3.0,3.0,0.0,0.0,380.83563271604936,231.24457175925926,3.0,3.0,1.0,0.6666666666666666,5.0,5.0,0.0,4.0,0.0,0.0,4.288,511.83934027777775,511.83934027777775,712.250462962963,712.250462962963,551.5947685185185,551.5947685185185,99.84201388888889,5.208676765767359,3.4436822958668896,2.779441541679836,0.27353976407914765,1.0,0.963189743306166,1.0,0.15308369856771734,90.43,critical,31
1653,user_1653@proton.me,PT,2025-04-20 04:06:00+00:00,2026-03-19 09:59:10+00:00,0.0,0,0,0,1,31.0,18.0,8.0,1.0,1.0,2.0,1.0,0.35806451612903223,3.0,3.0,3.0,3.0,0.0,1.0,275.4597723765432,149.7977314814815,3.0,3.0,1.0,0.6666666666666666,6.0,5.0,1.0,3.0,1.0,1.0,4.816000000000001,320.05179398148147,320.05179398148147,562.8059027777778,562.8059027777778,315.81375,315.81375,22.583912037037038,5.414232362637705,5.106406629145,3.3589743625923454,0.06187373160832065,1.0,1.0,1.0,0.0,90.0,critical,32
1767,user_1767@yahoo.fr,ES,2021-07-23 13:46:38+00:00,2025-06-13 15:08:45+00:00,2.0,0,0,1,1,13.0,5.0,6.0,1.0,0.0,1.0,0.0,0.6,1.0,1.0,1.0,1.0,0.0,0.0,124.74583333333334,124.74583333333334,1.0,1.0,1.0,0.0,4.0,0.0,4.0,3.0,0.0,1.0,3.84,874.4427546296296,874.4427546296296,454.4922337962963,454.4922337962963,1110.6969212962963,1095.0,301.3689236111111,4.8935750740632145,3.43519106144081,1.5397207708399179,0.8256682838660577,1.0,0.9608147652435775,0.657311185019916,0.796761935547169,89.94,critical,33
263,user_263@proton.me,DE,2020-03-25 18:13:29+00:00,2023-05-15 22:50:45+00:00,0.0,0,0,1,1,19.0,6.0,6.0,1.0,1.0,5.0,0.0,0.5157894736842106,2.0,2.0,2.0,1.0,1.0,0.0,283.7865625,283.7865625,2.0,2.0,0.5,0.5,3.0,3.0,0.0,2.0,0.0,1.0,2.08,336.0311111111111,336.0311111111111,742.2401388888889,742.2401388888889,0.0,0.0,365.0,5.56957204304319,2.374160238398071,2.3424533248940005,1.0,1.0,0.6640469689480133,1.0,1.0,89.92,critical,34
826,user_826@yahoo.fr,ES,2021-01-15 05:04:31+00:00,2025-04-24 21:48:31+00:00,0.0,0,0,1,1,17.0,9.0,6.0,0.0,1.0,1.0,0.0,0.41764705882352937,3.0,3.0,3.0,1.0,2.0,0.0,430.91108796296294,356.04438657407405,3.0,3.0,0.3333333333333333,0.6666666666666666,3.0,1.0,2.0,2.0,0.0,1.0,2.46,326.04438657407405,326.04438657407405,699.5778240740741,699.5778240740741,0.0,0.0,351.0913078703704,3.9903023113101943,2.9551126308487676,2.4529610277865572,0.9618939941653982,0.8823049267531061,0.8265379706380598,1.0,0.9555755484911166,89.64,critical,35
1077,user_1077@proton.me,ES,2024-05-03 17:29:00+00:00,2024-11-02 00:57:21+00:00,0.0,0,0,1,1,18.0,10.0,5.0,0.0,2.0,1.0,0.0,0.3833333333333333,2.0,2.0,2.0,2.0,0.0,1.0,344.6209837962963,344.6209837962963,2.0,2.0,1.0,0.5,2.0,2.0,0.0,1.0,1.0,0.0,1.2320000000000002,829.1399768518519,829.1399768518519,755.4127314814815,755.4127314814815,564.3996875,564.3996875,365.0,4.145260120997193,2.647785834615047,2.7831214593941263,1.0,0.9165680046502838,0.7405793970696618,1.0,1.0,88.88,critical,36
284,user_284@yahoo.fr,ES,2022-10-10 06:23:00+00:00,2025-11-23 11:42:49+00:00,1.0,0,0,0,1,12.0,6.0,4.0,1.0,0.0,0.0,1.0,0.47500000000000003,2.0,2.0,2.0,2.0,0.0,0.0,450.0175752314815,450.0175752314815,2.0,2.0,1.0,0.5,6.0,6.0,0.0,4.0,0.0,0.0,4.176000000000001,334.861875,334.861875,530.3024768518519,530.3024768518519,350.62886574074076,350.62886574074076,138.51193287037037,4.196503016646282,3.4363754269370173,2.3254795124034837,0.3794847475900558,0.9278984392301743,0.9611460294544607,0.9927538310752532,0.2765956668127875,88.57,critical,37
622,user_622@yahoo.fr,FR,2023-12-08 14:40:15+00:00,2024-07-07 00:33:24+00:00,0.0,0,0,1,1,15.0,8.0,4.0,1.0,0.0,1.0,1.0,0.4,3.0,2.0,3.0,2.0,1.0,0.0,593.6830671296296,198.78890046296297,3.0,2.0,0.6666666666666666,0.3333333333333333,5.0,5.0,0.0,2.0,0.0,2.0,2.4400000000000004,321.6100347222222,321.6100347222222,1015.6066087962963,1015.6066087962963,0.0,0.0,365.0,4.236293964954296,2.460261434451701,2.8675563880710326,1.0,0.9366967073796398,0.6881292685912715,1.0,1.0,88.11,critical,38
1346,user_1346@hotmail.com,DE,2024-05-25 01:00:27+00:00,2025-05-20 01:20:50+00:00,0.0,0,0,1,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,26.67763888888889,26.67763888888889,1.0,1.0,1.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,2.904,339.4961226851852,339.4961226851852,675.8481944444444,675.8481944444444,341.77681712962965,341.77681712962965,325.94386574074076,3.5636754704286377,4.2263003192629585,2.069461408216152,0.8929968924403856,0.7879724841890446,1.0,0.8834589727886246,0.8752544576906166,87.94,critical,39
1307,user_1307@hotmail.com,BE,2021-12-04 12:48:00+00:00,2023-10-12 14:42:59+00:00,0.0,0,0,1,1,22.0,10.0,6.0,2.0,2.0,2.0,0.0,0.509090909090909,2.0,2.0,2.0,1.0,1.0,0.0,793.5676793981481,793.5676793981481,2.0,2.0,0.5,0.5,3.0,2.0,1.0,1.0,0.0,0.0,1.7439999999999998,554.5634490740741,554.5634490740741,387.82368055555554,387.82368055555554,0.0,0.0,365.0,6.320483917774217,2.1360287653883825,2.3424533248940005,1.0,1.0,0.5974421626229334,1.0,1.0,87.92,critical,40
84,user_84@gmail.com,FR,2024-12-23 06:39:17+00:00,2025-05-12 03:09:30+00:00,0.0,0,0,1,1,6.0,2.0,1.0,0.0,2.0,1.0,0.0,0.48333333333333334,2.0,2.0,2.0,1.0,1.0,0.0,257.5505729166667,257.5505729166667,2.0,2.0,0.5,0.5,3.0,2.0,1.0,3.0,0.0,0.0,3.6,340.5052314814815,340.5052314814815,797.7726388888889,797.7726388888889,0.0,0.0,333.86840277777776,3.2130933549064555,3.6853617900847495,2.3424533248940005,0.9147079528158295,0.7104544658474257,1.0,1.0,0.9005654796077849,87.42,critical,41
447,user_447@free.fr,FR,2023-01-09 10:30:58+00:00,2023-05-17 16:01:15+00:00,0.0,0,0,1,1,14.0,6.0,6.0,0.0,2.0,0.0,0.0,0.5428571428571428,2.0,2.0,2.0,2.0,0.0,0.0,114.22182291666667,114.22182291666667,2.0,2.0,1.0,0.5,2.0,2.0,0.0,2.0,0.0,0.0,1.4640000000000002,653.7465856481482,653.7465856481482,410.9360648148148,410.9360648148148,718.41625,718.41625,365.0,4.410514265704086,2.204985775522626,2.2979184330021645,1.0,0.9752189590035967,0.6167292742621453,0.9809879277343333,1.0,87.13,critical,42
695,user_695@outlook.com,NL,2024-01-06 13:06:24+00:00,2025-03-05 15:46:27+00:00,0.0,0,0,1,1,21.0,12.0,4.0,2.0,1.0,2.0,0.0,0.4,2.0,2.0,2.0,1.0,1.0,0.0,663.1091493055555,663.1091493055555,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.52,332.1002199074074,332.1002199074074,381.3161111111111,381.3161111111111,0.0,0.0,365.0,5.396389584576993,2.00864799880224,2.3424533248940005,1.0,1.0,0.561814065333731,1.0,1.0,86.85,critical,43
